declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
88012,9,CA,California                    ,0,1988-06-17T00:00:00.000Z,Major Disaster,REDONDO BEACH FIRE,Fire,1988-09-15T00:00:00.000Z,1988-09-15T00:00:00.000Z,Turndown,1988-09-15T00:00:00.000Z,0,0,0,0,88012,1988-09-15T00:00:00.000Z,b06a5a61-25df-4af3-8b71-cb3be7dd4bd9
88015,6,NM,New Mexico                    ,0,1988-07-20T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS,Severe Storm,1988-07-09T00:00:00.000Z,1988-07-09T00:00:00.000Z,Turndown,1988-08-29T00:00:00.000Z,0,0,0,0,88015,1988-07-09T00:00:00.000Z,7e59220b-b806-4bbd-980a-e2db69c73247
88022,8,ND,North Dakota                  ,0,1988-08-11T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1988-11-18T00:00:00.000Z,1988-11-18T00:00:00.000Z,Turndown,1988-11-18T00:00:00.000Z,0,0,0,0,88022,1988-11-18T00:00:00.000Z,4dde42ac-37e3-4338-8e36-5055a54c24fc
88023,5,MN,Minnesota                     ,0,1988-08-26T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1988-11-18T00:00:00.000Z,1988-11-18T00:00:00.000Z,Turndown,1988-11-18T00:00:00.000Z,0,0,0,0,88023,1988-11-18T00:00:00.000Z,48a2302c-bb4f-44d0-9f55-5bb099084a6c
88027,6,NM,New Mexico                    ,0,1988-10-05T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1988-07-28T00:00:00.000Z,1988-08-11T00:00:00.000Z,Turndown,1988-10-26T00:00:00.000Z,0,0,0,0,88027,1988-07-28T00:00:00.000Z,c49ad40a-79e6-409e-a09e-3e1f7ffdbee0
88030,9,FM,Federated States of Micronesia,0,1988-11-18T00:00:00.000Z,Emergency,TROPICAL STORM SKIP,Coastal Storm,1988-11-04T00:00:00.000Z,1988-11-05T00:00:00.000Z,Turndown,1988-12-28T00:00:00.000Z,0,0,0,0,88030,1988-11-04T00:00:00.000Z,b128adac-763f-45ec-818b-efefe28b94f3
89004,10,AK,Alaska                        ,0,1989-03-27T00:00:00.000Z,Emergency,EXXON VALDEZ OIL SPILL,Toxic Substances,1989-03-24T00:00:00.000Z,1989-03-24T00:00:00.000Z,Turndown,1989-04-11T00:00:00.000Z,0,0,0,0,89004,1989-03-24T00:00:00.000Z,58b8ad41-cb93-4cd0-894b-35f3d079d95c
89011,4,SC,South Carolina                ,0,1989-05-09T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1989-05-05T00:00:00.000Z,1989-05-05T00:00:00.000Z,Turndown,1989-05-18T00:00:00.000Z,0,0,0,0,89011,1989-05-05T00:00:00.000Z,7d64425c-3b14-4bc9-be5f-fd15c9491c29
89017,4,MS,Mississippi                   ,0,1989-06-06T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1989-05-09T00:00:00.000Z,1989-05-09T00:00:00.000Z,Turndown,1989-06-16T00:00:00.000Z,0,0,0,0,89017,1989-05-09T00:00:00.000Z,bb4346ce-35cf-4ef6-8ae4-d65c221964da
89024,4,AL,Alabama                       ,0,1989-07-06T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Tsunami,1989-06-08T00:00:00.000Z,1989-06-26T00:00:00.000Z,Turndown,1989-07-24T00:00:00.000Z,0,0,0,0,89024,1989-06-08T00:00:00.000Z,db7919d3-1c90-4c34-ad1f-dc1b8a0531b0
89026,3,DC,District of Columbia          ,0,1989-06-02T00:00:00.000Z,Major Disaster,SEVERE THUNDERSTORMS AND HIGH WINDS,Severe Storm,1989-06-14T00:00:00.000Z,1989-06-15T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89026,1989-06-14T00:00:00.000Z,a1ed2b3b-2e36-4295-a8d3-bd72393dedfa
89031,6,AR,Arkansas                      ,0,1989-07-10T00:00:00.000Z,Major Disaster,FLOODING,Flood,1989-06-29T00:00:00.000Z,1989-07-01T00:00:00.000Z,Turndown,1989-07-24T00:00:00.000Z,0,0,0,0,89031,1989-06-29T00:00:00.000Z,465d8adb-bcc9-41dc-a120-132a88b403ae
89032,7,KS,Kansas                        ,0,1989-07-19T00:00:00.000Z,Major Disaster,FLOOD,Flood,1989-06-29T00:00:00.000Z,1989-07-13T00:00:00.000Z,Turndown,1989-08-11T00:00:00.000Z,0,0,0,0,89032,1989-06-29T00:00:00.000Z,59ded861-e792-4b6e-8ece-3e72d34054e3
89034,6,TX,Texas                         ,0,1989-08-16T00:00:00.000Z,Major Disaster,HURRICANE CHANTAL,Hurricane,1989-07-31T00:00:00.000Z,1989-08-01T00:00:00.000Z,Turndown,1989-09-01T00:00:00.000Z,0,0,0,0,89034,1989-07-31T00:00:00.000Z,faf02eb3-edfe-4ac6-ae2f-bbdefb3d8fd5
89035,9,AZ,Arizona                       ,0,1989-08-22T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1989-07-27T00:00:00.000Z,1989-08-09T00:00:00.000Z,Turndown,1989-09-01T00:00:00.000Z,0,0,0,0,89035,1989-07-27T00:00:00.000Z,50e96ef7-4874-41c1-b507-586d88bb8134
89040,10,AK,Alaska                        ,0,1989-09-13T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1989-08-25T00:00:00.000Z,1989-08-27T00:00:00.000Z,Turndown,1989-09-22T00:00:00.000Z,0,0,0,0,89040,1989-08-25T00:00:00.000Z,de15eda8-3856-4a49-afda-35455d4a1155
89048,3,MD,Maryland                      ,0,1989-06-27T00:00:00.000Z,Major Disaster,HEAVY RAINS AND HIGH WINDS,Severe Storm,1989-06-14T00:00:00.000Z,1989-06-15T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89048,1989-06-14T00:00:00.000Z,90fd9cc4-31b8-4a0e-b0e8-78f104549644
89049,4,FL,Florida                       ,0,1989-06-30T00:00:00.000Z,Emergency,"INLAND FLOODING, RAIN",Flood,1989-06-08T00:00:00.000Z,1989-06-24T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89049,1989-06-08T00:00:00.000Z,c87cd1e4-67ba-434b-8a3c-88726a069492
90005,7,KS,Kansas                        ,0,1990-01-09T00:00:00.000Z,Major Disaster,AMMUNITION PLANT   EXPLOSION,Human Cause,1989-07-26T00:00:00.000Z,1989-07-26T00:00:00.000Z,Turndown,1990-01-30T00:00:00.000Z,0,0,0,0,90005,1989-07-26T00:00:00.000Z,14816636-3780-486a-ab35-bd7d7ae02311
90015,7,NE,Nebraska                      ,0,1990-03-26T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1990-03-13T00:00:00.000Z,1990-03-13T00:00:00.000Z,Turndown,1990-04-05T00:00:00.000Z,0,0,0,0,90015,1990-03-13T00:00:00.000Z,7333a372-033d-46a2-83cd-9d676257d135
90027,8,CO,Colorado                      ,0,1990-06-11T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1990-06-06T00:00:00.000Z,1990-06-06T00:00:00.000Z,Turndown,1990-06-22T00:00:00.000Z,0,0,0,0,90027,1990-06-06T00:00:00.000Z,11cefa4a-82b6-4ad6-89ac-7725dc3bd5b2
90031,4,KY,Kentucky                      ,0,1990-06-12T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES    & FLOODING",Tsunami,1990-06-02T00:00:00.000Z,1990-06-07T00:00:00.000Z,Turndown,1990-07-05T00:00:00.000Z,0,0,0,0,90031,1990-06-02T00:00:00.000Z,2a9fee0d-2c3b-4db5-a853-1f813b032415
90034,7,KS,Kansas                        ,0,1990-07-03T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES,    & FLOODING",Tsunami,1990-05-24T00:00:00.000Z,1990-06-19T00:00:00.000Z,Turndown,1990-07-20T00:00:00.000Z,0,0,0,0,90034,1990-05-24T00:00:00.000Z,55e1de05-d3e7-4e2d-95c7-be97183a9327
90036,4,MS,Mississippi                   ,0,1990-06-07T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES,    & FLOODING",Tsunami,1990-05-12T00:00:00.000Z,1990-05-31T00:00:00.000Z,Turndown,1990-06-21T00:00:00.000Z,0,0,0,0,90036,1990-05-12T00:00:00.000Z,f545e023-e965-467e-8da4-f1c872fd0507
90038,3,WV,West Virginia                 ,0,1990-06-22T00:00:00.000Z,Major Disaster,FLOODING,Flood,1990-06-14T00:00:00.000Z,1990-06-15T00:00:00.000Z,Turndown,1990-07-05T00:00:00.000Z,0,0,0,0,90038,1990-06-14T00:00:00.000Z,478d882f-5e8a-4ee7-91e8-10a10c7241ca
90039,6,TX,Texas                         ,0,1990-07-27T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Tsunami,1990-07-15T00:00:00.000Z,1990-07-18T00:00:00.000Z,Turndown,1990-08-09T00:00:00.000Z,0,0,0,0,90039,1990-07-15T00:00:00.000Z,b2500b21-87ea-41d2-886f-4e71d8f0d9ff
90046,5,OH,Ohio                          ,0,1990-09-17T00:00:00.000Z,Major Disaster,FLOODING,Flood,1990-09-06T00:00:00.000Z,1990-09-06T00:00:00.000Z,Turndown,1990-10-02T00:00:00.000Z,0,0,0,0,90046,1990-09-06T00:00:00.000Z,88695c9e-2e00-4437-94c4-e7853aeb2ffa
90047,9,AZ,Arizona                       ,0,1990-10-01T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1990-07-08T00:00:00.000Z,1990-09-14T00:00:00.000Z,Turndown,1990-10-12T00:00:00.000Z,0,0,0,0,90047,1990-07-08T00:00:00.000Z,1ef2714c-8022-4aad-b554-c95f90ac83c4
90053,4,NC,North Carolina                ,0,1990-11-02T00:00:00.000Z,Emergency,"SHIP COLLISION, BRIDGE COLLAPSE",Human Cause,1990-10-26T00:00:00.000Z,1990-10-26T00:00:00.000Z,Turndown,1990-11-28T00:00:00.000Z,0,0,0,0,90053,1990-10-26T00:00:00.000Z,73d1c045-6994-4c0d-9bed-bf9a0ee33ef5
90057,9,MH,Marshall Islands              ,0,1990-11-26T00:00:00.000Z,Major Disaster,TROPICAL STORM OWEN,Coastal Storm,1990-11-21T00:00:00.000Z,1990-11-22T00:00:00.000Z,Turndown,1990-12-19T00:00:00.000Z,0,0,0,0,90057,1990-11-21T00:00:00.000Z,7d4d0fa6-d886-42de-bf96-fd4cefad2b19
91013,4,FL,Florida                       ,0,1991-03-15T00:00:00.000Z,Major Disaster,FLOODING,Flood,1991-03-02T00:00:00.000Z,1991-03-02T00:00:00.000Z,Turndown,1991-04-09T00:00:00.000Z,0,0,0,0,91013,1991-03-02T00:00:00.000Z,a9148763-daf5-4ee8-a97f-539368a46c33
91014,5,IL,Illinois                      ,0,1991-03-26T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1991-03-12T00:00:00.000Z,1991-03-13T00:00:00.000Z,Turndown,1991-04-11T00:00:00.000Z,0,0,0,0,91014,1991-03-12T00:00:00.000Z,34aa522c-4a40-4856-9a9a-b7d48b100170
91016,6,OK,Oklahoma                      ,0,1991-03-29T00:00:00.000Z,Major Disaster,"STORMS, TORNADOES, & FIRE",Tornado,1991-03-21T00:00:00.000Z,1991-03-24T00:00:00.000Z,Turndown,1991-04-17T00:00:00.000Z,0,0,0,0,91016,1991-03-21T00:00:00.000Z,cd2e3f93-1c80-459a-a4c1-b6b755fd4acb
91019,4,KY,Kentucky                      ,0,1991-04-17T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES    & FLOODING",Tsunami,1991-03-22T00:00:00.000Z,1991-04-09T00:00:00.000Z,Turndown,1991-05-03T00:00:00.000Z,0,0,0,0,91019,1991-03-22T00:00:00.000Z,ea167a3e-4dfe-49cd-92fb-4e2abd2d3d72
91021,10,ID,Idaho                         ,0,1991-04-26T00:00:00.000Z,Major Disaster,FLASH FLOODING,Flood,1991-04-04T00:00:00.000Z,1991-04-06T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91021,1991-04-04T00:00:00.000Z,9b117ff2-8b5b-4493-b4d8-8772750cc37f
91029,4,AL,Alabama                       ,0,1991-06-06T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLASH FLOODING,Flood,1991-05-25T00:00:00.000Z,1991-05-25T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91029,1991-05-25T00:00:00.000Z,e1f5f800-2e15-4d48-98c2-b82af9e1a7df
91032,7,MO,Missouri                      ,0,1991-06-24T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-04-26T00:00:00.000Z,1991-05-12T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91032,1991-04-26T00:00:00.000Z,a10163ae-5c34-4f21-b17d-2de3efb1f416
91033,8,WY,Wyoming                       ,0,1991-06-27T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-05-11T00:00:00.000Z,1991-06-23T00:00:00.000Z,Turndown,1991-07-16T00:00:00.000Z,0,0,0,0,91033,1991-05-11T00:00:00.000Z,6326d594-8d0d-4b63-9c30-3136a4dd6f79
91044,8,UT,Utah                          ,0,1991-09-14T00:00:00.000Z,Major Disaster,"HEAVY RAINS, ROCK SLIDES    & FLASH FLOODS",Flood,1991-09-07T00:00:00.000Z,1991-09-08T00:00:00.000Z,Turndown,1991-09-27T00:00:00.000Z,0,0,0,0,91044,1991-09-07T00:00:00.000Z,1d65091c-c06a-440d-b61d-80c112ea0460
91050,6,NM,New Mexico                    ,0,1991-10-07T00:00:00.000Z,Major Disaster,"SEVERE STORMS, HAIL       & FLOODING",Flood,1991-05-19T00:00:00.000Z,1991-09-20T00:00:00.000Z,Turndown,1991-11-07T00:00:00.000Z,0,0,0,0,91050,1991-05-19T00:00:00.000Z,03e9d273-3c04-490c-909f-0dbebbb27e15
91053,9,MP,Northern Mariana Islands      ,0,1991-11-07T00:00:00.000Z,Major Disaster,TYPHOON SETH,Typhoon,1991-11-03T00:00:00.000Z,1991-11-04T00:00:00.000Z,Turndown,1991-11-25T00:00:00.000Z,0,0,0,0,91053,1991-11-03T00:00:00.000Z,c3d753af-e876-463c-896d-bead842e0c19
91057,2,NY,New York                      ,0,1991-11-06T00:00:00.000Z,Major Disaster,COASTAL STORM,Coastal Storm,1991-10-30T00:00:00.000Z,1991-11-01T00:00:00.000Z,Turndown,1991-12-10T00:00:00.000Z,0,0,0,0,91057,1991-10-30T00:00:00.000Z,90a285b0-d44e-4846-b263-7bbc74d7ebb0
91059,2,NJ,New Jersey                    ,0,1991-11-05T00:00:00.000Z,Major Disaster,COASTAL STORM,Coastal Storm,1991-10-30T00:00:00.000Z,1991-10-31T00:00:00.000Z,Turndown,1991-12-23T00:00:00.000Z,0,0,0,0,91059,1991-10-30T00:00:00.000Z,c27cb38c-3d44-43c2-8a42-2309f3b9033c
91060,4,KY,Kentucky                      ,0,1991-12-16T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-11-30T00:00:00.000Z,1991-12-04T00:00:00.000Z,Turndown,1991-12-23T00:00:00.000Z,0,0,0,0,91060,1991-11-30T00:00:00.000Z,af8a0b06-14c6-4775-b24d-d9f32cd66b73
91064,10,WA,Washington                    ,0,1991-09-03T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL & HAIL,Severe Storm,1992-06-19T00:00:00.000Z,1992-07-03T00:00:00.000Z,Turndown,1991-09-24T00:00:00.000Z,0,0,0,0,91064,1992-06-19T00:00:00.000Z,2dd809ae-4d95-4a96-8164-6a7f90e5dbf8
92011,4,FL,Florida                       ,0,1991-12-09T00:00:00.000Z,Major Disaster,SEVERE WINTER STORM & HIGH TIDES,Snowstorm,1991-10-30T00:00:00.000Z,1991-10-31T00:00:00.000Z,Turndown,1992-01-30T00:00:00.000Z,0,0,0,0,92011,1991-10-30T00:00:00.000Z,969fb732-af56-4690-9ad8-3d0e51198a27
92022,1,CT,Connecticut                   ,0,1992-06-12T00:00:00.000Z,Major Disaster,"HEAVY RAINS, WINDS & FLOODING",Flood,1992-06-05T00:00:00.000Z,1992-06-08T00:00:00.000Z,Turndown,1992-07-01T00:00:00.000Z,0,0,0,0,92022,1992-06-05T00:00:00.000Z,a97f2ab3-d3f8-4441-89e4-0313c3597437
92026,6,TX,Texas                         ,0,1992-06-17T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES       & FLOODING",Severe Storm,1992-05-15T00:00:00.000Z,1992-06-15T00:00:00.000Z,Turndown,1992-07-09T00:00:00.000Z,0,1,0,0,92026,1992-05-15T00:00:00.000Z,680c3ed9-2578-46ff-8b13-8b8ad6ca9ac5
92028,4,KY,Kentucky                      ,0,1992-07-02T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES     & FLOODING",Tsunami,1992-06-17T00:00:00.000Z,1992-06-19T00:00:00.000Z,Turndown,1992-07-31T00:00:00.000Z,0,0,0,0,92028,1992-06-17T00:00:00.000Z,ec410159-d215-4c92-8bc9-c50ff1928409
92058,6,TX,Texas                         ,0,1992-07-31T00:00:00.000Z,Major Disaster,SEVERE STORMS AND FLOODING,Severe Storm,1992-07-21T00:00:00.000Z,1992-07-22T00:00:00.000Z,Turndown,1992-11-19T00:00:00.000Z,0,1,1,0,92058,1992-07-21T00:00:00.000Z,69379334-d14f-4091-80c9-f0dd55984ff6
93054,3,VA,Virginia                      ,0,1993-06-23T00:00:00.000Z,Major Disaster,"SEVERE THUNDERSTORMS, HAIL, HIGH WINDS",Severe Storm,1993-06-04T00:00:00.000Z,1993-06-04T00:00:00.000Z,Turndown,1993-07-22T00:00:00.000Z,0,0,1,0,93054,1993-06-04T00:00:00.000Z,8e51a70d-ff0f-4e71-99bf-ac64e43fc6c3
93055,5,OH,Ohio                          ,0,1993-08-04T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1993-07-28T00:00:00.000Z,1993-07-28T00:00:00.000Z,Turndown,1993-08-31T00:00:00.000Z,0,0,1,0,93055,1993-07-28T00:00:00.000Z,340c2b49-2806-406e-a220-53f5fa268f9c
93071,1,RI,Rhode Island                  ,0,1993-03-29T00:00:00.000Z,Major Disaster,SEVERE WINTER STORMS,Severe Storm,1993-03-13T00:00:00.000Z,1993-03-14T00:00:00.000Z,Turndown,1993-04-27T00:00:00.000Z,0,0,1,0,93071,1993-03-13T00:00:00.000Z,7116e637-a9e5-48ec-8357-76ed99e0c3e6
93087,8,UT,Utah                          ,0,1993-01-16T00:00:00.000Z,Emergency,SEVERE WINTER STORMS,Severe Storm,1993-01-02T00:00:00.000Z,1993-01-11T00:00:00.000Z,Turndown,1993-02-09T00:00:00.000Z,0,0,0,0,93087,1993-01-02T00:00:00.000Z,acc165ab-1191-4d1b-9cb2-6dbf4ffea9bd
93091,6,LA,Louisiana                     ,0,1993-04-14T00:00:00.000Z,Major Disaster,"TORNADOES, SEVERE STORMS",Tornado,1993-04-08T00:00:00.000Z,1993-04-08T00:00:00.000Z,Turndown,1993-04-27T00:00:00.000Z,0,1,0,0,93091,1993-04-08T00:00:00.000Z,f0c804ea-d447-4fc8-b84f-adc9b84581b0
93092,4,TN,Tennessee                     ,0,1993-03-13T00:00:00.000Z,Major Disaster,"SEVERE WINTER STORM, EXTENSIVE SNOWFALL",Severe Storm,1993-03-13T00:00:00.000Z,1993-03-21T00:00:00.000Z,Turndown,1993-05-20T00:00:00.000Z,0,1,1,0,93092,1993-03-13T00:00:00.000Z,3206f2af-7b66-4b06-838c-dc8035d330ad
93093,4,KY,Kentucky                      ,0,1993-07-13T00:00:00.000Z,Major Disaster,"SEVERE THUNDERSTORMS, TORNADOES, FLASH FLOODS, HAI",Tsunami,1993-06-04T00:00:00.000Z,1993-06-04T00:00:00.000Z,Turndown,1993-08-11T00:00:00.000Z,0,0,1,0,93093,1993-06-04T00:00:00.000Z,889fb7a1-8f32-418b-9c7b-ccee45366436
93094,9,MP,Northern Mariana Islands      ,0,1993-09-08T00:00:00.000Z,Emergency,TROPICAL STORM STEVE,Severe Storm,1993-08-07T00:00:00.000Z,1993-08-08T00:00:00.000Z,Turndown,1993-10-15T00:00:00.000Z,0,0,0,0,93094,1993-08-07T00:00:00.000Z,2af947c7-c2f1-410f-a770-4ba6c0299a8f
93095,6,TX,Texas                         ,0,1993-05-11T00:00:00.000Z,Major Disaster,"TORNADOES, SEVERE STORMS",Tornado,1993-05-09T00:00:00.000Z,1993-05-09T00:00:00.000Z,Turndown,1993-06-08T00:00:00.000Z,0,1,0,0,93095,1993-05-09T00:00:00.000Z,41cbfa01-7f11-42fa-acb5-de566e74e9d1
93096,6,TX,Texas                         ,0,1993-07-08T00:00:00.000Z,Major Disaster,TROPICAL STORM ARLENE,Flood,1993-06-19T00:00:00.000Z,1993-07-07T00:00:00.000Z,Turndown,1993-08-11T00:00:00.000Z,0,1,1,0,93096,1993-06-19T00:00:00.000Z,641bcb26-7288-4f9e-b4c4-cc17fa8d264e
93097,3,VA,Virginia                      ,0,1993-03-17T00:00:00.000Z,Major Disaster,"HEAVY SNOWFALL, HIGH WINDS, EXTREME WINTRY COND.",Snowstorm,1993-03-12T00:00:00.000Z,1993-03-14T00:00:00.000Z,Turndown,1993-10-20T00:00:00.000Z,0,0,1,0,93097,1993-03-12T00:00:00.000Z,b8bb57f9-cdc3-4e17-936a-d38808f59a9e
93099,4,AL,Alabama                       ,0,1993-03-25T00:00:00.000Z,Major Disaster,"SEVERE WINTER STORMS, HEAVY SNOW",Severe Storm,1993-03-12T00:00:00.000Z,1993-03-13T00:00:00.000Z,Turndown,1993-04-27T00:00:00.000Z,0,0,1,0,93099,1993-03-12T00:00:00.000Z,b1544de4-c5c7-4dbc-abb0-88ffb8f41915
93100,4,GA,Georgia                       ,0,1993-01-21T00:00:00.000Z,Major Disaster,HEAVY RAINS AND FLOODING,Flood,1993-01-10T00:00:00.000Z,1993-01-10T00:00:00.000Z,Turndown,1993-02-09T00:00:00.000Z,0,1,1,0,93100,1993-01-10T00:00:00.000Z,08612545-7586-4d4c-82c2-db3e2b068e49
93102,4,NC,North Carolina                ,0,1993-03-15T00:00:00.000Z,Major Disaster,"SEVERE WINTER STORM, SEVERE SNOWFALL",Severe Storm,1993-03-13T00:00:00.000Z,1993-03-17T00:00:00.000Z,Turndown,1993-04-27T00:00:00.000Z,0,1,1,0,93102,1993-03-13T00:00:00.000Z,bac60391-ac8c-4ce8-8691-c766d6acb5d8
94001,2,NY,New York                      ,0,1994-09-09T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1994-08-17T00:00:00.000Z,1994-08-18T00:00:00.000Z,Turndown,1994-09-30T00:00:00.000Z,0,0,1,0,94001,1994-08-17T00:00:00.000Z,c82789d4-052b-441c-ada3-483e95781a6a
94006,4,MS,Mississippi                   ,0,1994-02-04T00:00:00.000Z,Major Disaster,"SEVERE STORMS, FLOODING, TORNADOES, HIGH WINDS",Tsunami,1994-01-27T00:00:00.000Z,1994-01-27T00:00:00.000Z,Turndown,1994-02-25T00:00:00.000Z,0,1,1,0,94006,1994-01-27T00:00:00.000Z,3ac9c4e2-3412-4ada-a4cf-926a256abdc4
94022,5,OH,Ohio                          ,0,1994-02-04T00:00:00.000Z,Major Disaster,"SEVERE WINTER STORM, FLOODNG",Flood,1994-01-16T00:00:00.000Z,1994-01-20T00:00:00.000Z,Turndown,1994-02-28T00:00:00.000Z,0,1,1,0,94022,1994-01-16T00:00:00.000Z,6368b1d8-8e53-4734-80fd-acba06999a57
94023,4,NC,North Carolina                ,0,1994-04-01T00:00:00.000Z,Major Disaster,"HEAVY RAINS, SEVERE FLOODING, TORNADOES",Tsunami,1994-03-27T00:00:00.000Z,1994-03-29T00:00:00.000Z,Turndown,1994-04-25T00:00:00.000Z,0,1,1,0,94023,1994-03-27T00:00:00.000Z,2a9974ba-70a6-45f5-a62e-0859388169f1
94029,4,SC,South Carolina                ,0,1994-04-01T00:00:00.000Z,Major Disaster,"TORNADOES, FLOODING AND SEVERE STORMS",Tsunami,1994-03-27T00:00:00.000Z,1994-03-27T00:00:00.000Z,Turndown,1994-04-15T00:00:00.000Z,0,1,1,0,94029,1994-03-27T00:00:00.000Z,4ef877e8-0345-41ec-bc2f-d9fd0e4b32e9
94041,5,IN,Indiana                       ,0,1994-04-29T00:00:00.000Z,Major Disaster,"SEVERE STORMS, FLOODING, TORNADOE",Severe Storm,1994-04-11T00:00:00.000Z,1994-04-12T00:00:00.000Z,Turndown,1994-05-23T00:00:00.000Z,0,1,0,0,94041,1994-04-11T00:00:00.000Z,fca5eecf-0091-4553-bc6b-8c5e08fd4abb
94042,4,KY,Kentucky                      ,0,1994-01-26T00:00:00.000Z,Emergency,"SEVERE WINTER STORM, SNOWFALL,RAIN, COLD",Severe Storm,1994-01-16T00:00:00.000Z,1994-01-17T00:00:00.000Z,Turndown,1994-02-25T00:00:00.000Z,0,0,1,0,94042,1994-01-16T00:00:00.000Z,c6423924-c117-48bf-bb78-54af66b80404
94044,3,PA,Pennsylvania                  ,0,1994-02-02T00:00:00.000Z,Major Disaster,EARTHQUAKE,Earthquake,1994-01-15T00:00:00.000Z,1994-01-15T00:00:00.000Z,Turndown,1994-02-25T00:00:00.000Z,0,0,0,0,94044,1994-01-15T00:00:00.000Z,5dcaccf2-5ce4-44cb-ad66-1cd9a562dec0
94072,9,AZ,Arizona                       ,0,1994-06-30T00:00:00.000Z,Emergency,WILDFIRES,Fire,1994-06-20T00:00:00.000Z,1994-06-20T00:00:00.000Z,Turndown,1994-08-01T00:00:00.000Z,0,0,0,0,94072,1994-06-20T00:00:00.000Z,39aa7d72-2744-4643-a9e5-b2b12234c9f5
94074,5,MN,Minnesota                     ,0,1994-07-12T00:00:00.000Z,Major Disaster,EXTENSIVE FLOODING,Flood,1994-03-05T00:00:00.000Z,1994-03-26T00:00:00.000Z,Turndown,1994-08-01T00:00:00.000Z,0,0,1,0,94074,1994-03-05T00:00:00.000Z,e7f48c3d-09d1-43b9-b589-bab0b22f0570
94084,3,PA,Pennsylvania                  ,0,1994-08-28T00:00:00.000Z,Major Disaster,SEVERE STORMS (TROPICAL STORM BERYL),Flood,1994-08-17T00:00:00.000Z,1994-08-18T00:00:00.000Z,Turndown,1994-09-14T00:00:00.000Z,0,1,1,0,94084,1994-08-17T00:00:00.000Z,6d28b1ea-06fd-4345-8efd-c36fa9fa70d9
94086,5,WI,Wisconsin                     ,0,1994-08-31T00:00:00.000Z,Major Disaster,SEVERE STORMS AND TORNADOES,Severe Storm,1994-08-27T00:00:00.000Z,1994-08-28T00:00:00.000Z,Turndown,1994-09-23T00:00:00.000Z,0,1,1,0,94086,1994-08-27T00:00:00.000Z,cdcb56d6-5983-40fd-8783-baaa0f345508
